UniqueCode,QualQuantInc,CADIMA Ref,Author,Study,StudyType,PubYear,Journal ,Study ID,Fire,fire.sa,Grazing,grazing.sa,Tourism,tourism.sa,Elevation_Stated,Elevation_Est,Elev_Est_Lower,elev.lower.sa,Elev_Est_Upper,elev.upper.sa,Slope,Slope_New,Landform,Aspect,Temperature,Rainfall ,Snow,Bare ground,bareground.sa,Study site,Studysite,site.map,coord.x.map,coord.y.map,studysite.sa,Studysite.aggregate,StudySite.LatLong,Loc.y,Loc.x,Studysite.aggregate.2,Loc.y.2,Loc.x.2,Study design,Independence?,Study details ,Sampling method ,Scale,N,r,Other? ,Reason for study,Initial ES?,Aggregate.InitialES,Aggregate.InitialES2,Treatment ,TreatmentAggregate1,TreatmentAggregate2,Treatment_Thematic,Treatment_Thematic1,TimeSinceFire,TimeSinceGrazing,Response ,Family,Form.Category,Alpine.Zone,Region,Groundwater Association,Ecosystem Types,Seeder.Resprouter,Old.Response ,Response.Level,Metric,Metric-Notes,Metric.Aggregate,Metric.Aggregate2,Metric.Aggregate.Old,QualDirection,Calc notes,NT.C.Level,NT.C.Year,NT.C.TimeSince,NT.C.Mean,NT.C.SE,NT.C.SD,NT.C.N,NT.C.SDInterpolated?,NT.C.SDInterpolated,NT.C.Imputation / Notes,NT.E.Level ,NT.E.Year,NT.E.TimeSince,NT.E.Mean,NT.E.SE,NT.E.SD,NT.E.N,NT.E.SDInterpolated,NT.E.Imputation / Notes,NT.Change,T.C.InitialYr.Level ,T.C.InitialYr.Year,T.C.InitialYr.TimeSince,T.C.InitialYr.Mean,T.C.InitialYr.SE,T.C.InitialYr.SD,T.C.InitialYr.N,T.C.InitialYr.SDInterpolated?,T.C.InitialYr.Imputation / Notes,T.C.FinalYr.Year,T.C.FinalYr.TimeSince,T.C.FinalYr.Mean,T.C.FinalYr.SE,T.C.FinalYr.SD,T.C.FinalYr.N,T.C.FinalYr.SDInterpolated?,T.C.FinalYr.Imputation / Notes,T.C.FinalYr.Level,C.Change.Mean,C.Change.SD,C.Change.Time,C.Change.Imputation / Notes,T.E.Initial.Level ,T.E.Initial.Year,T.E.InitialYr.TimeSince,T.E.Initial.Mean,T.E.Initial.SE,T.E.Initial.SD,T.E.Initial.SD.Interpolated,T.E.Initial.SD Calculation Notes,T.E.Initial.N,T.E.Initial.Imputation / Notes,T.E.Final.Year,T.E.FinalYr.TimeSince,T.E.Final.Mean,T.E.Final.SE,T.E.Final.SD,T.E.Final.SD.Interpolated,T.E.Final.SD Calculation Notes,T.E.Final.n,T.E.Final.Level,T.E.Final.Imputation / Notes,E.Change.Mean,E.Change.Time,E.Change.SD,E.Change.Imputation / Notes,Abs.Change,C.E.Sig,C.E.SigState,BACITime.sig,w.time.reason,w.time,mean.c.,sd.c.,n.c.,mean.e.,sd.e.,n.e.,bias.BACITime,bias.differentN,bias.timelag,timespan,sa.timespan,Require.Hedges.g,Exclude?,d.stat,d.stat2,d.IG.t2.MD,d.IGPP.Md.e. ,d.IG.t2.s.pooled,d.IG.t2,SE.d.IG.t2,d.IG (MD),"d.IG (SD, pooled)",d.IG.raw.score,SE.d.IG [ (n1 + n2) / (n1 * n2) ],SE.d.IG [ (SMD ^ 2) / (2 (n1 + n2)) ],"d.RM (SD, pooled)",d.RM (SD.d),d.RM (r ),d.RM (MD),d.RM.raw.score,SE.d.RM ( (2 (1-r)) / n),SE.d.RM ( SMD ^2 / 2n ),SE.d.RM,SD(diff) ^2,r,d(IG).from.d(RM),,initial.TE,initial.se.TE,Require Hedges g transformation? ,n,Hedges g corrected TE,TE,se.TE.raw,se.TE
79,Quant+Qual,61,Kirkpatrick 2016 Grazing,Kirkpatrick & Bridle 2016,Published Paper,2016,Australian Journal of Botany,MiddlesexBACI,1980,Burnt < 20 ya,Ceased 1980,Ceased,,Unspecified,NA,1150,1150,800 - 1200,1150,800 - 1200,,Plateau,Unspecified,Unspecified,No change,Unspecified,"No change, fluctuating",Decreasing,Decrease,"Lake Botsford, Central Plateau, Tas","Lake Botsford, Central Plateau, Tas",Central East Plateau,-41.83718506,146.5358377,Tasmania,"Central Plateau, Tasmania","-41.861624, 146.494551",-41.861624,146.494551,Tasmania,-42.10191523,146.6712856,BACI,4 Paired BACI,"10 0.5m2 quadrats randomly located in a 2x 5m2 plot, fenced to keep livestock out. Additional 20 quadrats (10 per rep) were randomly allocated to a space adjacet to the fenced area. ","Field, experimental",Single site,40,20,,Influence fire and grazing on vegetation,Heathland (dry),Heathland (dry),Heathland,Grazing (ceased 24yo),Grazing (ceased > 20 ya),Grazing (historical),Grazing,Grazing,NA,24,Richea acerosa ,Ericaceae,Tall,Alpine Subalpine,"Alpine, Subalpine, Montane",Dry,,Fire killed,Richea acerosa ,Species,Mean live cover (m2),Mean live cover (m2),Cover-abundance,Cover,Cover,Promote,,,,,,,,,,,,,,,,,,,,,,,2015,Control,0.2,0.80455047,2.544211978,20,SD = MD / t,"P provided. Calculated using SE = MD / t, where MD = Mean(final) / Mean(initiall). T calculated from quoted p-value. Then calculated SD = SE / (SQRT(1/N(initial) + 1/N(final))",2015,Control,0.41,0.80455047,2.544211978,20,SD = MD / t,"P provided. Calculated using SE = MD / t, where MD = Mean(final) / Mean(initiall). T calculated from quoted p-value. Then calculated SD = SE / (SQRT(1/N(initial) + 1/N(final))",,0.21,0,0,,,2004,9,2.4,1.1,3.478505426,SD = SEM * SQRT(N),No,10,From table 1. SD = SEM * SQRT(N),2019,24,5.1,1.5,4.74341649,SD = SEM * SQRT(N),SD = SEM * SQRT(N),10,,,2.7,15,1.264911064,,2.49,0.13,Not Significant,,t.2.e - t.1.e.,15,0.41,2.544211978,20,5.1,4.74341649,10,Yes,Yes,-3,15,1 - 20 years,No,No,d(IG.t2),d(IGPP),4.69,2.7,11.4113724,0.236606072,0.002815261,4.69,11.4113724,0.41099351,0.15,0.002815261,,,,,,,,,,,,,0.236606072,0.002815261,No,NA,,0.236606072,0.002815261,0.002815261
82,Quant+Qual,75,Ballantyne & Pickering 2015,Ballantyne & Pickering 2015,Published Paper,2015,Journal of Environmental Management,1a,Unspecified,Unknown,Unspecified,Unspecified (likely ceased),Hiking trail in vicinity,Ongoing,2060,2060,2060,> 1600,2060,> 1600,Slight,Slope,Slope,E W,Unspecified,Unspecified,Decrease,Unspecified,Unspecified,"Mount Lee & Carruthers Peak, KNP NSW","Mount Lee & Carruthers Peak, KNP NSW",Mt Kosciuszko region,-36.45624173,148.2643282,Mainland,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,CI,2 Unpaired BA,"4x 5mx1m belt transects either leeward / windward, and either 1m or 5m from trail. Calc average % cover per quadrat, for 20 quadrats (5m from trail is control, 1m from trail is exposure; Nurse shrub present and absent are two separate treatments). Time since trail ""installed"" not stated, however, a comparator in the discussion shows a raised hiking trail since 1998. Burn state is not stated in the paper (i.e. unknown if burnt in 2003 or 2006 fires). Ballantyne et al. 2014 (https://doi.org/10.1071/BT14114) suggest hiking trails since 1950s, so time = 2015 - 1955 = 60 years. ","Field, experimental",Single site,20,5,Trail tourism (this is the variable of interest),,Fjaeldmark,Cushion heathland / Fjaledmark,Fjaeldmark,Hiking trail + Nurse shrub present,Tourism (trail) + Nurse shrub present,Tourism (hiking trail) + Ecosystem (nurse shrub present),Tourism,Tourism,NA,NA,Epacris gunnii,Ericaceae,Tall,Subalpine,"Subalpine, Nonalpine",Wet,"Watercourses, bogs, heathland (wet)",Resprouter,Epacris gunnii,Species,Average % cover / quadrat,Table 1 (sum W5 + L5 / 2),Cover-abundance,Cover,Cover,Promote,,,2015,,78.1,,3.623658232,20,No,"P provided. Calculated using SE = MD / t, where MD = Mean(final) / Mean(initiall). T calculated from quoted p-value. Then calculated SD = SE / (SQRT(1/N(initial) + 1/N(final)). ",From Table 1. W5 + L5 / 2,,2015,,73.65,,3.623658232,20,Calculated SD from two mean values,From Table 1. W5 + L5 / 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,Not stated,,Not clear. Assume c. 1955 ,60,78.10,3.62,20.00,73.65,3.62,20,,,0,NA,No time frame ,,,d(IG),d(IG),,,,,,-4.45,16.00164149,-0.278096469,0.1,0.000966721,,,,,,,,,,,,,-0.278096469,0.000966721,No,NA,,-0.278096469,0.000966721,0.000966721
83,Quant+Qual,75,Ballantyne & Pickering 2015,Ballantyne & Pickering 2015,Published Paper,2015,Journal of Environmental Management,1b,Unspecified,Unknown,Unspecified,Unspecified (likely ceased),Hiking trail in vicinity,Ongoing,2060,2060,2060,> 1600,2060,> 1600,Slight,Slope,Slope,E W,Unspecified,Unspecified,Decrease,Unspecified,Unspecified,"Mount Lee & Carruthers Peak, KNP NSW","Mount Lee & Carruthers Peak, KNP NSW",Mt Kosciuszko region,-36.45624173,148.2643282,Mainland,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,CI,2 Unpaired BA,"4x 5mx1m belt transects either leeward / windward, and either 1m or 5m from trail. Calc average % cover per quadrat, for 20 quadrats (5m from trail is control, 1m from trail is exposure; Nurse shrub present and absent are two separate treatments). Time since trail ""installed"" not stated, however, a comparator in the discussion shows a raised hiking trail since 1998. Burn state is not stated in the paper (i.e. unknown if burnt in 2003 or 2006 fires). Ballantyne et al. 2014 (https://doi.org/10.1071/BT14114) suggest hiking trails since 1950s, so time = 2015 - 1955 = 60 years. ","Field, experimental",Single site,20,5,Trail tourism (this is the variable of interest),,Fjaeldmark,Cushion heathland / Fjaledmark,Fjaeldmark,Hiking trail (adjacent) + Nurse shrub absent,Tourism (trail),Tourism (hiking trail) + Ecosystem (nurse shrub absent),Tourism,Tourism,NA,NA,Epacris gunnii,Ericaceae,Tall,Subalpine,"Subalpine, Nonalpine",Wet,"Watercourses, bogs, heathland (wet)",Resprouter,Epacris gunnii,Species,Average % cover / quadrat,Table 1 (sum W5 + L5 / 2),Cover-abundance,Cover,Cover,Promote,,,2015,,0.075,,0.309435984,20,No,"P provided. Calculated using SE = MD / t, where MD = Mean(final) / Mean(initiall). T calculated from quoted p-value. Then calculated SD = SE / (SQRT(1/N(initial) + 1/N(final)). ",From Table 1. W5 + L5 / 2,,2015,,0.455,,0.309435984,20,Calculated SD from two mean values,From Table 1. W5 + L5 / 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,Not stated,,Not clear. Assume c. 1955 ,60,0.08,0.31,20.00,0.46,0.31,20,,,0,NA,No time frame ,,,d(IG),d(IG),,,,,,0.38,1.366432307,0.278096469,0.1,0.000966721,,,,,,,,,,,,,0.278096469,0.000966721,No,NA,,0.278096469,0.000966721,0.000966721
84,Quant+Qual,75,Ballantyne & Pickering 2015,Ballantyne & Pickering 2015,Published Paper,2015,Journal of Environmental Management,1a,Unspecified,Unknown,Unspecified,Unspecified (likely ceased),Hiking trail in vicinity,Ongoing,2060,2060,2060,> 1600,2060,> 1600,Slight,Slope,Slope,E W,Unspecified,Unspecified,Decrease,Unspecified,Unspecified,"Mount Lee & Carruthers Peak, KNP NSW","Mount Lee & Carruthers Peak, KNP NSW",Mt Kosciuszko region,-36.45624173,148.2643282,Mainland,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,CI,2 Unpaired BA,"4x 5mx1m belt transects either leeward / windward, and either 1m or 5m from trail. Calc average % cover per quadrat, for 20 quadrats (5m from trail is control, 1m from trail is exposure; Nurse shrub present and absent are two separate treatments). Time since trail ""installed"" not stated, however, a comparator in the discussion shows a raised hiking trail since 1998. Burn state is not stated in the paper (i.e. unknown if burnt in 2003 or 2006 fires). Ballantyne et al. 2014 (https://doi.org/10.1071/BT14114) suggest hiking trails since 1950s, so time = 2015 - 1955 = 60 years. ","Field, experimental",Single site,20,5,Trail tourism (this is the variable of interest),,Fjaeldmark,Cushion heathland / Fjaledmark,Fjaeldmark,Hiking trail + Nurse shrub present,Tourism (trail) + Nurse shrub present,Tourism (hiking trail) + Ecosystem (nurse shrub present),Tourism,Tourism,NA,NA,Epacris petrophila,Ericaceae,Tall,Alpine Subalpine,"Alpine, Subalpine",Wet,"Watercourses, bog, frost hollow, heathland (dry)",Resprouter,Epacris petrophila,Species,Average % cover / quadrat,Table 1 (sum W5 + L5 / 2),Cover-abundance,Cover,Cover,Promote,,,2015,,1.725,,1.773324393,20,No,"P provided. Calculated using SE = MD / t, where MD = Mean(final) / Mean(initiall). T calculated from quoted p-value. Then calculated SD = SE / (SQRT(1/N(initial) + 1/N(final)). ",From Table 1. W5 + L5 / 2,,2015,,0.95,,1.773324393,20,No,"P provided. Calculated using SE = MD / t, where MD = Mean(final) / Mean(initiall). T calculated from quoted p-value. Then calculated SD = SE / (SQRT(1/N(initial) + 1/N(final)). ",From Table 1. W5 + L5 / 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,Not stated,,Not clear. Assume c. 1955 ,60,1.73,1.77,20.00,0.95,1.77,20,,,0,NA,No time frame ,,,d(IG),d(IG),,,,,,-0.775,7.830788489,-0.098968322,0.1,0.000122434,,,,,,,,,,,,,-0.098968322,0.000122434,No,NA,,-0.098968322,0.000122434,0.000122434
85,Quant+Qual,75,Ballantyne & Pickering 2015,Ballantyne & Pickering 2015,Published Paper,2015,Journal of Environmental Management,1b,Unspecified,Unknown,Unspecified,Unspecified (likely ceased),Hiking trail in vicinity,Ongoing,2060,2060,2060,> 1600,2060,> 1600,Slight,Slope,Slope,E W,Unspecified,Unspecified,Decrease,Unspecified,Unspecified,"Mount Lee & Carruthers Peak, KNP NSW","Mount Lee & Carruthers Peak, KNP NSW",Mt Kosciuszko region,-36.45624173,148.2643282,Mainland,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,CI,2 Unpaired BA,"4x 5mx1m belt transects either leeward / windward, and either 1m or 5m from trail. Calc average % cover per quadrat, for 20 quadrats (5m from trail is control, 1m from trail is exposure; Nurse shrub present and absent are two separate treatments). Time since trail ""installed"" not stated, however, a comparator in the discussion shows a raised hiking trail since 1998. Burn state is not stated in the paper (i.e. unknown if burnt in 2003 or 2006 fires). Ballantyne et al. 2014 (https://doi.org/10.1071/BT14114) suggest hiking trails since 1950s, so time = 2015 - 1955 = 60 years. ","Field, experimental",Single site,20,5,Trail tourism (this is the variable of interest),,Fjaeldmark,Cushion heathland / Fjaledmark,Fjaeldmark,Hiking trail (adjacent) + Nurse shrub absent,Tourism (trail),Tourism (hiking trail) + Ecosystem (nurse shrub absent),Tourism,Tourism,NA,NA,Epacris petrophila,Ericaceae,Tall,Alpine Subalpine,"Alpine, Subalpine",Wet,"Watercourses, bog, frost hollow, heathland (dry)",Resprouter,Epacris petrophila,Species,Average % cover / quadrat,Table 1 (sum W5 + L5 / 2),Cover-abundance,Cover,Cover,Promote,,,2015,,0.05,,0.114408025,20,No,"P provided. Calculated using SE = MD / t, where MD = Mean(final) / Mean(initiall). T calculated from quoted p-value. Then calculated SD = SE / (SQRT(1/N(initial) + 1/N(final)). ",From Table 1. W5 + L5 / 2,,2015,,0,,0.114408025,20,No,"P provided. Calculated using SE = MD / t, where MD = Mean(final) / Mean(initiall). T calculated from quoted p-value. Then calculated SD = SE / (SQRT(1/N(initial) + 1/N(final)). ",From Table 1. W5 + L5 / 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,Not stated,,Not clear. Assume c. 1955 ,60,0.05,0.11,20.00,0.00,0.11,20,,,0,NA,No time frame ,,,d(IG),d(IG),,,,,,-0.05,0.505212161,-0.098968322,0.1,0.000122434,,,,,,,,,,,,,-0.098968322,0.000122434,No,NA,,-0.098968322,0.000122434,0.000122434
86,Quant+Qual,75,Ballantyne & Pickering 2015,Ballantyne & Pickering 2015,Published Paper,2015,Journal of Environmental Management,1a,Unspecified,Unknown,Unspecified,Unspecified (likely ceased),Hiking trail in vicinity,Ongoing,2060,2060,2060,> 1600,2060,> 1600,Slight,Slope,Slope,E W,Unspecified,Unspecified,Decrease,Unspecified,Unspecified,"Mount Lee & Carruthers Peak, KNP NSW","Mount Lee & Carruthers Peak, KNP NSW",Mt Kosciuszko region,-36.45624173,148.2643282,Mainland,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,CI,2 Unpaired BA,"4x 5mx1m belt transects either leeward / windward, and either 1m or 5m from trail. Calc average % cover per quadrat, for 20 quadrats (5m from trail is control, 1m from trail is exposure; Nurse shrub present and absent are two separate treatments). Time since trail ""installed"" not stated, however, a comparator in the discussion shows a raised hiking trail since 1998. Burn state is not stated in the paper (i.e. unknown if burnt in 2003 or 2006 fires). Ballantyne et al. 2014 (https://doi.org/10.1071/BT14114) suggest hiking trails since 1950s, so time = 2015 - 1955 = 60 years. ","Field, experimental",Single site,20,5,Trail tourism (this is the variable of interest),,Fjaeldmark,Cushion heathland / Fjaledmark,Fjaeldmark,Hiking trail + Nurse shrub present,Tourism (trail) + Nurse shrub present,Tourism (hiking trail) + Ecosystem (nurse shrub present),Tourism,Tourism,NA,NA,Veronica densifolia,Plantaginaceae,Mat,Alpine,Alpine,Dry,"Heathland, grassland, rocky areas",Fire killed,Veronica densifolia,Species,Average % cover / quadrat,Table 1 (sum W5 + L5 / 2),Cover-abundance,Cover,Cover,Promote,,,2015,,0.895,,0.299052557,20,No,"P provided. Calculated using SE = MD / t, where MD = Mean(final) / Mean(initiall). T calculated from quoted p-value. Then calculated SD = SE / (SQRT(1/N(initial) + 1/N(final)). ",From Table 1. W5 + L5 / 2,,2015,,0.81,,0.299052557,20,No,"P provided. Calculated using SE = MD / t, where MD = Mean(final) / Mean(initiall). T calculated from quoted p-value. Then calculated SD = SE / (SQRT(1/N(initial) + 1/N(final)). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,Not stated,,Not clear. Assume c. 1955 ,60,0.90,0.30,20.00,0.81,0.30,20,,,0,NA,No time frame ,,,d(IG),d(IG),,,,,,-0.085,1.320580336,-0.064365641,0.1,5.17867E-05,,,,,,,,,,,,,-0.064365641,5.17867E-05,No,NA,,-0.064365641,5.17867E-05,5.17867E-05
87,Quant+Qual,75,Ballantyne & Pickering 2015,Ballantyne & Pickering 2015,Published Paper,2015,Journal of Environmental Management,1b,Unspecified,Unknown,Unspecified,Unspecified (likely ceased),Hiking trail in vicinity,Ongoing,2060,2060,2060,> 1600,2060,> 1600,Slight,Slope,Slope,E W,Unspecified,Unspecified,Decrease,Unspecified,Unspecified,"Mount Lee & Carruthers Peak, KNP NSW","Mount Lee & Carruthers Peak, KNP NSW",Mt Kosciuszko region,-36.45624173,148.2643282,Mainland,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,CI,2 Unpaired BA,"4x 5mx1m belt transects either leeward / windward, and either 1m or 5m from trail. Calc average % cover per quadrat, for 20 quadrats (5m from trail is control, 1m from trail is exposure; Nurse shrub present and absent are two separate treatments). Time since trail ""installed"" not stated, however, a comparator in the discussion shows a raised hiking trail since 1998. Burn state is not stated in the paper (i.e. unknown if burnt in 2003 or 2006 fires). Ballantyne et al. 2014 (https://doi.org/10.1071/BT14114) suggest hiking trails since 1950s, so time = 2015 - 1955 = 60 years. ","Field, experimental",Single site,20,5,Trail tourism (this is the variable of interest),,Fjaeldmark,Cushion heathland / Fjaledmark,Fjaeldmark,Hiking trail (adjacent) + Nurse shrub absent,Tourism (trail),Tourism (hiking trail) + Ecosystem (nurse shrub absent),Tourism,Tourism,NA,NA,Veronica densifolia,Plantaginaceae,Mat,Alpine,Alpine,Dry,"Heathland, grassland, rocky areas",Fire killed,Veronica densifolia,Species,Average % cover / quadrat,Table 1 (sum W5 + L5 / 2),Cover-abundance,Cover,Cover,Promote,,,2015,,4.165,,2.269281169,20,No,"P provided. Calculated using SE = MD / t, where MD = Mean(final) / Mean(initiall). T calculated from quoted p-value. Then calculated SD = SE / (SQRT(1/N(initial) + 1/N(final)). ",From Table 1. W5 + L5 / 2,,2015,,3.52,,2.269281169,20,No,"P provided. Calculated using SE = MD / t, where MD = Mean(final) / Mean(initiall). T calculated from quoted p-value. Then calculated SD = SE / (SQRT(1/N(initial) + 1/N(final)). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,Not stated,,Not clear. Assume c. 1955 ,60,4.17,2.27,20.00,3.52,2.27,20,,,0,NA,No time frame ,,,d(IG),d(IG),,,,,,-0.645,10.02087431,-0.064365641,0.1,5.17867E-05,,,,,,,,,,,,,-0.064365641,5.17867E-05,No,NA,,-0.064365641,5.17867E-05,5.17867E-05
91,QualOnly,75,Ballantyne & Pickering 2015,Ballantyne & Pickering 2015,Published Paper,2015,Journal of Environmental Management,1a,Unspecified,Unknown,Unspecified,Unspecified (likely ceased),Hiking trail in vicinity,Ongoing,2060,2060,2060,> 1600,2060,> 1600,Slight,Slope,Slope,E W,Unspecified,Unspecified,Decrease,Unspecified,Unspecified,"Mount Lee & Carruthers Peak, KNP NSW","Mount Lee & Carruthers Peak, KNP NSW",Mt Kosciuszko region,-36.45624173,148.2643282,Mainland,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,CI,,"4x 5mx1m belt transects either leeward / windward, and either 1m or 5m from trail. Calc average % cover per quadrat, for 20 quadrats (5m from trail is control, 1m from trail is exposure; Nurse shrub present and absent are two separate treatments). Time since trail ""installed"" not stated, however, a comparator in the discussion shows a raised hiking trail since 1998. Burn state is not stated in the paper (i.e. unknown if burnt in 2003 or 2006 fires). Ballantyne et al. 2014 (https://doi.org/10.1071/BT14114) suggest hiking trails since 1950s, so time = 2015 - 1955 = 60 years. ","Field, experimental",Single site,20,5,Trail tourism (this is the variable of interest),,Fjaeldmark,Cushion heathland / Fjaledmark,Fjaeldmark,Hiking trail (adjacent) + Nurse shrub absent,Tourism (trail),Tourism (hiking trail) + Ecosystem (nurse shrub absent),Tourism,Tourism,NA,NA,Kelleria dieffenbachii,Thymelaeaceae,Mat,Alpine,Alpine,Dry,"Heathland, grassland",Fire killed,Kelleria dieffenbachii,Species,Frequency (number of quadrats),Table 1,Cover-abundance,Frequency,Abundance,Reduce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not stated,Not stated,,,,,,,,,,,,NA,NA,No time frame ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
93,Quant+Qual,78,Kirkpatrick 2021,Kirkpatrick et al. 2021,Published Paper,2021,Australian Journal of Botany,1,None,Not burnt,None,Ceased,,Unspecified,NA,1200,1200,800 - 1200,1200,800 - 1200,,Peak,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,Variable / Decreasing,Decrease,"Mt Field, Tasmania","Mt Field, Tasmania",Central East Plateau,-41.83718506,146.5358377,Tasmania,"Mt Field, Tasmania","-42.659111551981475, 146.57784569653785",-42.65911155,146.5778457,Tasmania,-42.10191523,146.6712856,BA,3 Paired BA,"Transect with repeat photos along each transect, and for each ""quadrat"" within each transect","Field, observational",Multiple sites,50,5,,Cushion heath dynamics,Cushion heathland,Cushion heathland / Fjaledmark,Fjaeldmark,Focal ecosystem degredation,Focal ecosystem (degredation),Focal ecosystem (degredation),Soil / substrate,Soil / substrate,,,Angiosperm shrubs,,,,,,,,Angiosperm shrubs,Community / Ecosystem,Shrub cover (%),Shrub cover (%),Cover-abundance,Cover,Cover,Reduce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,0,48.4,,104.9942617,Extracted using WebPlotDigitizer,Extacted form WebPlotDigitiser. ,60,"""Exposure initial"" is shrub cover 1 year prior to fire. ",2012,0,2.5,,0,Extracted using WebPlotDigitizer,Extacted form WebPlotDigitiser. ,60,"""Exposure final"" is 10 years after fire. ",,-45.9,10,-104.9942617,SD assumed to be same for initial and final. ,-45.9,0.06,Not Significant,,t2 - t33,10,48.40,104.99,60.00,2.50,0.00,60,,No,9,10,1 - 20 years,No,No,d(RM),d(RM),,,,,,,,,,,806.4762272,65918.43557,-3339.416712,-45.90,-0.437166748,111.3472237,0.001592623,10.55219486,11023.79500000000,0.983050847,-0.080488922,,-0.080488922,10.55219486,No,NA,,-0.080488922,10.55219486,10.55219486
94,Quant+Qual,78,Kirkpatrick 2021,Kirkpatrick et al. 2021,Published Paper,2021,Australian Journal of Botany,1,None,Not burnt,None,Ceased,,Unspecified,NA,1200,1200,800 - 1200,1200,800 - 1200,,Peak,Plateau,Unspecified,Unspecified,Unspecified,Unspecified,Variable / Decreasing,Decrease,"Mt Field, Tasmania","Mt Field, Tasmania",Central East Plateau,-41.83718506,146.5358377,Tasmania,"Mt Field, Tasmania","-42.659111551981475, 146.57784569653785",-42.65911155,146.5778457,Tasmania,-42.10191523,146.6712856,BACI,4 Paired BACI,"Transect with repeat photos along each transect, and for each ""quadrat"" within each transect","Field, observational",Multiple sites,80,8,,Vegetation dynamics and shrubification cushion heath,Cushion heathland,Cushion heathland / Fjaledmark,Fjaeldmark,Focal ecosystem degredation,Focal ecosystem (degredation),Focal ecosystem (degredation),Soil / substrate,Soil / substrate,,,Gymnosperm shrubs,,,,,,,,Gymnosperm shrubs,Community / Ecosystem,Shrub cover (%),Shrub cover (%),Cover-abundance,Cover,Cover,Reduce,,,,,,,,,,,,,,,,,,,,,,,1983,Control,4,,0.9258201,80,Stated,Stated,2017,Control,3,,0.9258201,80,Stated,Stated,,-1,0,34,,,2002,0,12.40625,,28.97254886,Extracted using WebPlotDigitizer,Extacted form WebPlotDigitiser. ,60,"""Exposure initial"" is shrub cover 1 year prior to fire. ",2012,0,9.136363636,,18.43260283,Extracted using WebPlotDigitizer,Extacted form WebPlotDigitiser. ,60,"""Exposure final"" is 10 years after fire. ",,-3.269886364,10,-10.53994603,SD assumed to be same for initial and final. ,-2.269886364,> 0.01,Significant,,t.2.e - t.1.e.,10,3,0.9258201,80,9.136363636,18.43260283,60,Yes,Yes,9,10,1 - 20 years,No,No,d(IG.t2),d(IGPP),6.136363636,3.269886364,14.59364101,0.224062409,0.000631447,6.136363636,14.59364101,0.420482019,0.029166667,0.000631447,,,,,,,,,,,,,0.224062409,0.000631447,No,NA,,0.224062409,0.000631447,0.000631447
